StrategyName,Direction,OpenPrice,ClosePrice,Profit/Loss,Profit/Loss in pips,Open Date,Close Date,First Commission,Second Commission,Deposit Curve,Percent Change,Adjusted Open Date,Adjusted Close Date,Parameters
,SELL,1.1106002,1.10672,50.06,38.8,07/05/2016 13:00:00,07/06/2016 09:00:00,0.47500000000000003,0.465,9467.5149999999721,0.0052153259658359119,07/05/2016 13:00:00,07/06/2016 09:00:00,
,BUY,1.1068015,1.10777,12.23,9.7,07/06/2016 09:00:00,07/07/2016 05:00:00,0.465,0.46666666666666662,9478.8133333333044,0.001193378973609474,07/06/2016 09:00:00,07/07/2016 05:00:00,
,SELL,1.10776,1.10959,-23.44,-18.3,07/07/2016 05:00:00,07/07/2016 12:00:00,0.46666666666666662,0.46666666666666662,9454.4399999999714,-0.00257134859356513,07/07/2016 05:00:00,07/07/2016 12:00:00,
,BUY,1.10959,1.1064,-40.76,-31.9,07/07/2016 12:00:00,07/07/2016 15:00:00,0.46666666666666662,0.46666666666666662,9412.7466666666387,-0.00440992098245193,07/07/2016 12:00:00,07/07/2016 15:00:00,
,SELL,1.1063902,1.1084,-25.56,-20.1,07/07/2016 15:00:00,07/08/2016 03:00:00,0.46666666666666662,0.4725,9386.2474999999722,-0.0028152427346746726,07/07/2016 15:00:00,07/08/2016 03:00:00,
,BUY,1.10838,1.10647,-24.9,-19.1,07/08/2016 03:00:00,07/08/2016 09:00:00,0.4725,0.4725,9360.4024999999729,-0.0027534965384195783,07/08/2016 03:00:00,07/08/2016 09:00:00,
,SELL,1.1064602,1.10445,26.13,20.1,07/08/2016 09:00:00,07/11/2016 04:00:00,0.4725,0.495,9385.5649999999714,0.0026881856843227218,07/08/2016 09:00:00,07/11/2016 04:00:00,
,BUY,1.10443,1.10417,-3.59,-2.6,07/11/2016 04:00:00,07/11/2016 05:00:00,0.495,0.495,9380.9849999999715,-0.00048798340856410257,07/11/2016 04:00:00,07/11/2016 05:00:00,
,SELL,1.1041502,1.10771,-49.11,-35.6,07/11/2016 05:00:00,07/12/2016 00:00:00,0.495,0.5075,9330.87249999997,-0.0053419230496585639,07/11/2016 05:00:00,07/12/2016 00:00:00,
,BUY,1.10771,1.10727,-6.13,-4.4,07/12/2016 00:00:00,07/12/2016 14:00:00,0.5075,0.5075,9323.7274999999718,-0.00076573760921056844,07/12/2016 00:00:00,07/12/2016 14:00:00,
,SELL,1.1072802,1.10783,-7.65,-5.5,07/12/2016 14:00:00,07/13/2016 08:00:00,0.5075,0.51,9315.0599999999722,-0.00092961747326909643,07/12/2016 14:00:00,07/13/2016 08:00:00,
,BUY,1.1079315,1.10991,27.92,19.8,07/13/2016 08:00:00,07/14/2016 06:00:00,0.51,0.52333333333333332,9341.94666666664,0.0028863653767841864,07/13/2016 08:00:00,07/14/2016 06:00:00,
,SELL,1.10991,1.11644,-93.86,-65.3,07/14/2016 06:00:00,07/14/2016 09:40:52,0.52333333333333332,0.52333333333333332,9247.0399999999718,-0.010159195942030776,07/14/2016 06:00:00,07/14/2016 09:40:52,
,BUY,1.11515,1.1107,-63.3,-44.5,07/14/2016 10:00:00,07/14/2016 14:00:00,0.52333333333333332,0.52333333333333332,9182.6933333333054,-0.0069586231558062418,07/14/2016 10:00:00,07/14/2016 14:00:00,
,SELL,1.1106902,1.11391,-45.49,-32.2,07/14/2016 14:00:00,07/15/2016 07:00:00,0.52333333333333332,0.515,9136.1649999999718,-0.0050669592944408964,07/14/2016 14:00:00,07/15/2016 07:00:00,
,BUY,1.11392,1.10739,-91.77,-65.3,07/15/2016 07:00:00,07/15/2016 11:31:11,0.515,0.515,9043.36499999997,-0.010157434766119196,07/15/2016 07:00:00,07/15/2016 11:31:11,
,SELL,1.1081202,1.10688,17.25,12.4,07/15/2016 12:00:00,07/18/2016 04:00:00,0.515,0.515,9059.58499999997,0.001793580155174473,07/15/2016 12:00:00,07/18/2016 04:00:00,
,BUY,1.1069138,1.10663,-4.02,-2.8,07/18/2016 04:00:00,07/19/2016 05:00:00,0.515,0.525,9054.5249999999687,-0.00055852447987422458,07/18/2016 04:00:00,07/19/2016 05:00:00,
,SELL,1.1066702,1.10159,74.18,50.8,07/19/2016 05:00:00,07/20/2016 03:00:00,0.525,0.53166666666666662,9127.6483333333017,0.0080758883909794552,07/19/2016 05:00:00,07/20/2016 03:00:00,
,BUY,1.10159,1.09888,-39.89,-27.1,07/20/2016 03:00:00,07/20/2016 05:00:00,0.53166666666666662,0.53166666666666662,9086.6949999999688,-0.004486734352349581,07/20/2016 03:00:00,07/20/2016 05:00:00,
,SELL,1.09889,1.10111,-32.53,-22.2,07/20/2016 05:00:00,07/20/2016 09:00:00,0.53166666666666662,0.53166666666666662,9053.1016666666346,-0.0036969804019320856,07/20/2016 05:00:00,07/20/2016 09:00:00,
,BUY,1.1012115,1.10146,3.63,2.5,07/20/2016 09:00:00,07/21/2016 07:00:00,0.53166666666666662,0.54333333333333333,9055.6566666666331,0.00028222371669655921,07/20/2016 09:00:00,07/21/2016 07:00:00,
,SELL,1.10146,1.10436,-43.77,-29,07/21/2016 07:00:00,07/21/2016 11:00:00,0.54333333333333333,0.54333333333333333,9010.7999999999665,-0.0049534416241487442,07/21/2016 07:00:00,07/21/2016 11:00:00,
,BUY,1.10436,1.09833,-90.55,-60.3,07/21/2016 11:00:00,07/21/2016 12:43:05,0.54333333333333333,0.54333333333333333,8919.1633333333011,-0.010169648273923042,07/21/2016 11:00:00,07/21/2016 12:43:05,
,SELL,1.0993802,1.1029,-52.32,-35.2,07/21/2016 13:00:00,07/22/2016 07:00:00,0.54333333333333333,0.5375,8865.762499999968,-0.0059872020880882325,07/21/2016 13:00:00,07/22/2016 07:00:00,
,BUY,1.1029,1.09803,-71.96,-48.7,07/22/2016 07:00:00,07/22/2016 13:00:00,0.5375,0.5375,8792.7274999999681,-0.0082378701211542858,07/22/2016 07:00:00,07/22/2016 13:00:00,
,SELL,1.0980302,1.09827,-3.51,-2.4,07/22/2016 13:00:00,07/25/2016 07:00:00,0.5375,0.545,8788.1349999999675,-0.00052230664489496246,07/22/2016 13:00:00,07/25/2016 07:00:00,
,BUY,1.0983038,1.09972,21.83,14.2,07/25/2016 07:00:00,07/26/2016 10:00:00,0.545,0.57,8808.8499999999676,0.0023571554146585394,07/25/2016 07:00:00,07/26/2016 10:00:00,
,SELL,1.0997202,1.09985,-2.08,-1.3,07/26/2016 10:00:00,07/27/2016 02:00:00,0.57,0.58833333333333326,8805.6116666666348,-0.0003676227127641846,07/26/2016 10:00:00,07/27/2016 02:00:00,
,BUY,1.09985,1.09871,-18.59,-11.4,07/27/2016 02:00:00,07/27/2016 14:00:00,0.58833333333333326,0.58833333333333326,8785.8449999999684,-0.0022447806484008959,07/27/2016 02:00:00,07/27/2016 14:00:00,
,SELL,1.09871,1.10192,-52.23,-32.1,07/27/2016 14:00:00,07/27/2016 17:00:00,0.58833333333333326,0.58833333333333326,8732.4383333333026,-0.0060787171486255485,07/27/2016 14:00:00,07/27/2016 17:00:00,
,BUY,1.1020315,1.10839,102.82,63.6,07/27/2016 17:00:00,07/28/2016 10:00:00,0.58833333333333326,0.585,8834.0849999999682,0.011640124188299371,07/27/2016 17:00:00,07/28/2016 10:00:00,
,SELL,1.1083602,1.10914,-12.3,-7.8,07/28/2016 10:00:00,07/29/2016 02:00:00,0.585,0.58,8820.6199999999681,-0.0015242099210048571,07/28/2016 10:00:00,07/29/2016 02:00:00,
,BUY,1.1091738,1.1171,127.1,79.3,07/29/2016 02:00:00,08/01/2016 04:00:00,0.58,0.49833333333333335,8946.6416666666355,0.014287166510593122,07/29/2016 02:00:00,08/01/2016 04:00:00,
,SELL,1.1171,1.11701,1.46,0.9,08/01/2016 04:00:00,08/01/2016 13:00:00,0.49833333333333335,0.49833333333333335,8947.1049999999686,5.1788520273414431E-05,08/01/2016 04:00:00,08/01/2016 13:00:00,
,BUY,1.11701,1.11611,-14.64,-9,08/01/2016 13:00:00,08/01/2016 19:00:00,0.49833333333333335,0.49833333333333335,8931.4683333333032,-0.0017476789047033046,08/01/2016 13:00:00,08/01/2016 19:00:00,
,SELL,1.11611,1.11766,-25.17,-15.5,08/01/2016 19:00:00,08/02/2016 03:00:00,0.49833333333333335,0.91,8904.88999999997,-0.0029758078225659065,08/01/2016 19:00:00,08/02/2016 03:00:00,
,BUY,1.1176938,1.12087,53.36,31.8,08/02/2016 03:00:00,08/03/2016 01:00:00,0.91,0.625,8956.714999999971,0.0058198360675989144,08/02/2016 03:00:00,08/03/2016 01:00:00,
,SELL,1.1208606,1.11443,108.67,64.3,08/03/2016 01:00:00,08/04/2016 11:00:00,0.625,0.625,9064.1349999999711,0.011993236359535881,08/03/2016 01:00:00,08/04/2016 11:00:00,
,BUY,1.1144638,1.10907,-92.24,-53.9,08/04/2016 11:00:00,08/05/2016 10:35:51,0.625,0.635,8970.6349999999711,-0.010315380342415498,08/04/2016 11:00:00,08/05/2016 10:35:51,
,SELL,1.1083404,1.10854,-3.51,-2,08/05/2016 11:00:00,08/08/2016 22:00:00,0.635,0.66333333333333333,8965.8266666666368,-0.00053600813468994326,08/05/2016 11:00:00,08/08/2016 22:00:00,
,BUY,1.10854,1.1077,-15.37,-8.4,08/08/2016 22:00:00,08/09/2016 06:00:00,0.66333333333333333,0.66333333333333333,8949.12999999997,-0.0018622562411051264,08/08/2016 22:00:00,08/09/2016 06:00:00,
,SELL,1.10771,1.10944,-31.6,-17.3,08/09/2016 06:00:00,08/09/2016 07:00:00,0.66333333333333333,0.66333333333333333,8916.2033333333038,-0.0036793148235265763,08/09/2016 06:00:00,08/09/2016 07:00:00,
,BUY,1.1095753,1.1164,124.18,68.2,08/09/2016 07:00:00,08/11/2016 04:00:00,0.66333333333333333,0.67666666666666664,9039.043333333304,0.013777164495650491,08/09/2016 07:00:00,08/11/2016 04:00:00,
,SELL,1.1164,1.11783,-26.38,-14.3,08/11/2016 04:00:00,08/11/2016 13:00:00,0.67666666666666664,0.67666666666666664,9011.3099999999722,-0.0030681712998387196,08/11/2016 04:00:00,08/11/2016 13:00:00,
,BUY,1.11783,1.11399,-70.62,-38.4,08/11/2016 13:00:00,08/11/2016 16:00:00,0.67666666666666664,0.67666666666666664,8939.3366666666388,-0.00798700004031973,08/11/2016 13:00:00,08/11/2016 16:00:00,
,SELL,1.1139902,1.1155,-27.54,-15.1,08/11/2016 16:00:00,08/12/2016 07:00:00,0.67666666666666664,0.68,8910.4399999999714,-0.0032325291846786023,08/11/2016 16:00:00,08/12/2016 07:00:00,
,BUY,1.11551,1.11631,14.85,8,08/12/2016 07:00:00,08/12/2016 17:00:00,0.68,0.68,8923.9299999999712,0.0015139544175147158,08/12/2016 07:00:00,08/12/2016 17:00:00,
,SELL,1.1163102,1.11831,-37.18,-20,08/12/2016 17:00:00,08/15/2016 10:00:00,0.68,0.69,8885.37999999997,-0.0043198456285516822,08/12/2016 17:00:00,08/15/2016 10:00:00,
,BUY,1.1183338,1.11818,-2.91,-1.5,08/15/2016 10:00:00,08/15/2016 22:00:00,0.69,0.7075,8881.0724999999711,-0.00048478511892558292,08/15/2016 10:00:00,08/15/2016 22:00:00,
,SELL,1.11819,1.12153,-64.49,-33.4,08/15/2016 22:00:00,08/16/2016 04:00:00,0.7075,0.7075,8815.16749999997,-0.00742083796748657,08/15/2016 22:00:00,08/16/2016 04:00:00,
,BUY,1.1215538,1.12769,117.59,61.4,08/16/2016 04:00:00,08/16/2016 21:00:00,0.7075,0.705,8931.34499999997,0.013179273110805911,08/16/2016 04:00:00,08/16/2016 22:00:00,
,SELL,1.12769,1.12757,2.33,1.2,08/16/2016 21:00:00,08/17/2016 13:00:00,0.705,0.705,8932.26499999997,0.00010300800159439321,08/16/2016 22:00:00,08/17/2016 13:00:00,
,BUY,1.1277053,1.13311,96.55,54,08/17/2016 13:00:00,08/19/2016 01:00:00,0.705,0.6625,9027.44749999997,0.010656031812759618,08/17/2016 13:00:00,08/19/2016 01:00:00,
,SELL,1.13311,1.13286,4.43,2.5,08/19/2016 01:00:01,08/19/2016 18:00:00,0.6625,0.6625,9030.5524999999689,0.00034395104485510151,08/19/2016 01:00:01,08/19/2016 18:00:00,
,BUY,1.1328938,1.12977,-55.31,-31.2,08/19/2016 18:00:00,08/21/2016 22:00:00,0.6625,0.6875,8973.892499999969,-0.0062742561986102235,08/19/2016 18:00:00,08/21/2016 22:00:00,
,SELL,1.12978,1.13049,-13.27,-7.1,08/21/2016 22:00:00,08/22/2016 10:00:00,0.6875,0.6875,8959.2474999999686,-0.0016319562553262685,08/21/2016 22:00:00,08/22/2016 10:00:00,
,BUY,1.1305138,1.13291,44.72,24,08/22/2016 10:00:00,08/23/2016 08:00:00,0.6875,0.705,9002.574999999968,0.0048360646360087241,08/22/2016 10:00:00,08/23/2016 08:00:00,
,SELL,1.1329108,1.12747,104.21,54.4,08/23/2016 08:00:00,08/24/2016 23:00:00,0.705,0.7175,9105.3624999999665,0.011417566640655468,08/23/2016 08:00:00,08/24/2016 23:00:00,
,BUY,1.12747,1.12743,-0.77,-0.4,08/24/2016 23:00:00,08/25/2016 14:00:00,0.7175,0.7175,9103.1574999999666,-0.0002421649879397921,08/24/2016 23:00:00,08/25/2016 14:00:00,
,SELL,1.1274402,1.12869,-24.21,-12.5,08/25/2016 14:00:00,08/25/2016 22:00:00,0.7175,0.7275,9077.5024999999678,-0.0028182528974148727,08/25/2016 14:00:00,08/25/2016 22:00:00,
,BUY,1.12869,1.12385,-95.5,-48.4,08/25/2016 22:00:00,08/26/2016 13:37:11,0.7275,0.7275,8980.5474999999678,-0.010680801244615495,08/25/2016 22:00:00,08/26/2016 13:37:11,
,SELL,1.1236802,1.11899,91.56,46.9,08/26/2016 14:00:00,08/29/2016 16:00:00,0.7275,0.7,9070.6799999999675,0.010036414817693469,08/26/2016 14:00:00,08/29/2016 16:00:00,
,BUY,1.1190138,1.11687,-39.68,-21.4,08/29/2016 16:00:00,08/30/2016 00:00:00,0.7,0.69,9029.6099999999678,-0.0045277752053870116,08/29/2016 16:00:00,08/30/2016 00:00:00,
,SELL,1.1168602,1.11598,16.56,8.8,08/30/2016 00:00:00,08/31/2016 01:00:00,0.69,0.69166666666666676,9044.7883333333011,0.0016809511521907745,08/30/2016 00:00:00,08/31/2016 01:00:00,
,BUY,1.11598,1.11366,-43.72,-23.2,08/31/2016 01:00:00,08/31/2016 05:00:00,0.69166666666666676,0.69166666666666676,8999.6849999999686,-0.0049866654332982605,08/31/2016 01:00:00,08/31/2016 05:00:00,
,SELL,1.11367,1.1158,-39.93,-21.3,08/31/2016 05:00:00,08/31/2016 15:00:00,0.69166666666666676,0.69166666666666676,8958.3716666666351,-0.0045905310389567685,08/31/2016 05:00:00,08/31/2016 15:00:00,
,BUY,1.1159015,1.11296,-54.9,-29.4,08/31/2016 15:00:00,09/01/2016 06:00:00,0.69166666666666676,0.6925,8902.0874999999687,-0.0062828568361474784,08/31/2016 15:00:00,09/01/2016 06:00:00,
,SELL,1.11296,1.1177,-89.79,-47.4,09/01/2016 06:00:00,09/01/2016 12:06:36,0.6925,0.6925,8810.9124999999676,-0.010241979760365354,09/01/2016 06:00:00,09/01/2016 12:06:36,
,BUY,1.1191438,1.11827,-16.38,-8.7,09/01/2016 13:00:00,09/02/2016 07:00:00,0.6925,0.68666666666666665,8793.1533333333,-0.0020155876779694251,09/01/2016 13:00:00,09/02/2016 07:00:00,
,SELL,1.11828,1.12302,-88.68,-47.4,09/02/2016 07:00:00,09/02/2016 10:30:03,0.68666666666666665,0.68666666666666665,8703.0999999999676,-0.010241301376146473,09/02/2016 07:00:00,09/02/2016 10:30:03,
,BUY,1.12081,1.11609,-87.39,-47.2,09/02/2016 11:00:00,09/02/2016 12:37:32,0.68666666666666665,0.68666666666666665,8614.3366666666352,-0.010199047848850725,09/02/2016 11:00:00,09/02/2016 12:37:32,
,SELL,1.1161204,1.11601,2.02,1.1,09/02/2016 13:00:00,09/06/2016 06:00:00,0.68666666666666665,0.69,8614.9799999999686,7.4681703098837871E-05,09/02/2016 13:00:00,09/06/2016 06:00:00,
,BUY,1.1160438,1.12481,167.82,87.7,09/06/2016 06:00:00,09/07/2016 09:00:00,0.69,0.695,8781.4149999999681,0.019319255529322191,09/06/2016 06:00:00,09/07/2016 09:00:00,
,SELL,1.1248006,1.12686,-37.67,-20.6,09/07/2016 09:00:00,09/08/2016 06:00:00,0.695,0.6875,8742.3624999999683,-0.00444717622387735,09/07/2016 09:00:00,09/08/2016 06:00:00,
,BUY,1.12686,1.12565,-22.5,-12.1,09/08/2016 06:00:00,09/08/2016 14:00:00,0.6875,0.6875,8718.4874999999683,-0.0027309551622916673,09/08/2016 06:00:00,09/08/2016 14:00:00,
,SELL,1.1256304,1.12408,28.76,15.5,09/08/2016 14:00:00,09/11/2016 22:00:00,0.6875,0.68833333333333335,8745.8716666666351,0.0031409308858522554,09/08/2016 14:00:00,09/11/2016 22:00:00,
,BUY,1.12407,1.12231,-32.75,-17.6,09/11/2016 22:00:00,09/12/2016 08:00:00,0.68833333333333335,0.68833333333333335,8711.7449999999681,-0.00390203149181057,09/11/2016 22:00:00,09/12/2016 08:00:00,
,SELL,1.12231,1.12532,-55.79,-30.1,09/12/2016 08:00:00,09/12/2016 16:00:00,0.68833333333333335,0.68833333333333335,8654.5783333333,-0.0065620224956846294,09/12/2016 08:00:00,09/12/2016 16:00:00,
,BUY,1.1253538,1.12293,-44.63,-24.2,09/12/2016 16:00:00,09/13/2016 06:00:00,0.68833333333333335,0.68,8608.5799999999672,-0.0053149132819295649,09/12/2016 16:00:00,09/13/2016 06:00:00,
,SELL,1.1229302,1.12339,-8.42,-4.6,09/13/2016 06:00:00,09/14/2016 05:00:00,0.68,0.685,8598.7949999999673,-0.0011366566843776665,09/13/2016 06:00:00,09/14/2016 05:00:00,
,BUY,1.1234715,1.12421,13.81,7.4,09/14/2016 05:00:00,09/15/2016 00:00:00,0.685,0.695,8611.2249999999676,0.0014455513824902604,09/14/2016 05:00:00,09/15/2016 00:00:00,
,SELL,1.1241804,1.1171,132.52,70.8,09/15/2016 00:00:00,09/19/2016 04:00:00,0.695,0.71,8742.3399999999674,0.01522605668763739,09/15/2016 00:00:00,09/19/2016 04:00:00,
,BUY,1.1171,1.1161,-19.42,-10,09/19/2016 04:00:00,09/19/2016 09:00:00,0.71,0.71,8721.4999999999673,-0.0023838011333350367,09/19/2016 04:00:00,09/19/2016 09:00:00,
,SELL,1.1161,1.11706,-18.61,-9.6,09/19/2016 09:00:00,09/19/2016 11:00:00,0.71,0.71,8701.4699999999666,-0.0022966232872786482,09/19/2016 09:00:00,09/19/2016 11:00:00,
,BUY,1.1170938,1.1172,2.05,1.1,09/19/2016 11:00:00,09/19/2016 23:00:00,0.71,0.71166666666666656,8702.0983333332988,7.2210021218506283E-05,09/19/2016 11:00:00,09/19/2016 23:00:00,
,SELL,1.1172,1.12007,-55.5,-28.7,09/19/2016 23:00:00,09/20/2016 05:00:00,0.71166666666666656,0.71166666666666656,8645.1749999999647,-0.00654133418778892,09/19/2016 23:00:00,09/20/2016 05:00:00,
,BUY,1.12005,1.11863,-27.28,-14.2,09/20/2016 05:00:00,09/20/2016 10:00:00,0.71166666666666656,0.71166666666666656,8616.47166666663,-0.0033201564263690276,09/20/2016 05:00:00,09/20/2016 10:00:00,
,SELL,1.1186302,1.11545,60.88,31.8,09/20/2016 10:00:00,09/21/2016 06:00:00,0.71166666666666656,0.705,8675.9349999999631,0.0069011232942795871,09/20/2016 10:00:00,09/21/2016 06:00:00,
,BUY,1.1155515,1.12151,114.87,59.6,09/21/2016 06:00:00,09/22/2016 16:00:00,0.705,0.71,8789.389999999963,0.013076976717783203,09/21/2016 06:00:00,09/22/2016 16:00:00,
,SELL,1.1215102,1.12239,-16.81,-8.8,09/22/2016 16:00:00,09/23/2016 09:00:00,0.71,0.705,8771.1649999999627,-0.0020735227359350811,09/22/2016 16:00:00,09/23/2016 09:00:00,
,BUY,1.1224238,1.12243,0.12,0.06,09/23/2016 09:00:00,09/26/2016 05:00:00,0.705,0.7425,8769.8374999999633,-0.00015134819604914782,09/23/2016 09:00:00,09/26/2016 05:00:00,
,SELL,1.12244,1.12403,-32.43,-15.9,09/26/2016 05:00:00,09/26/2016 07:00:00,0.7425,0.7425,8735.9224999999624,-0.0038672324316158667,09/26/2016 05:00:00,09/26/2016 07:00:00,
,BUY,1.1240638,1.125,19.02,9.4,09/26/2016 07:00:00,09/26/2016 22:00:00,0.7425,0.755,8753.4449999999633,0.0020057984717699842,09/26/2016 07:00:00,09/26/2016 22:00:00,
,SELL,1.1250102,1.12121,77.36,38,09/26/2016 22:00:00,09/28/2016 02:00:00,0.755,0.74125,8829.3087499999638,0.008666730641478956,09/26/2016 22:00:00,09/28/2016 02:00:00,
,BUY,1.12118,1.11994,-24.88,-12.4,09/28/2016 02:00:00,09/28/2016 05:00:00,0.74125,0.74125,8802.9462499999645,-0.0029857943295956641,09/28/2016 02:00:00,09/28/2016 05:00:00,
,SELL,1.11993,1.12147,-30.81,-15.4,09/28/2016 05:00:00,09/28/2016 08:00:00,0.74125,0.74125,8770.6537499999649,-0.0036683740969109852,09/28/2016 05:00:00,09/28/2016 08:00:00,
,BUY,1.12147,1.12,-29.3,-14.7,09/28/2016 08:00:00,09/28/2016 14:00:00,0.74125,0.74125,8739.8712499999656,-0.0035097155670977742,09/28/2016 08:00:00,09/28/2016 14:00:00,
,SELL,1.1200006,1.12294,-58.39,-29.4,09/28/2016 14:00:00,09/28/2016 23:00:00,0.74125,0.74125,8679.9987499999661,-0.0068505013732324408,09/28/2016 14:00:00,09/28/2016 23:00:00,
,BUY,1.12295,1.12028,-53.9,-26.7,09/28/2016 23:00:00,09/29/2016 11:00:00,0.74125,0.74125,8624.6162499999664,-0.006380473269077363,09/28/2016 23:00:00,09/29/2016 11:00:00,
,SELL,1.12028,1.12299,-54.35,-27.1,09/29/2016 11:00:00,09/29/2016 13:00:00,0.74125,0.74125,8568.7837499999659,-0.0064736213625737442,09/29/2016 11:00:00,09/29/2016 13:00:00,
,BUY,1.12299,1.12155,-28.69,-14.4,09/29/2016 13:00:00,09/29/2016 17:00:00,0.74125,0.74125,8538.6112499999654,-0.0035212115138278173,09/29/2016 13:00:00,09/29/2016 17:00:00,
,SELL,1.1215502,1.12094,12.12,6.1,09/29/2016 17:00:00,09/30/2016 12:00:00,0.74125,0.735,8549.2549999999665,0.0012465434586919665,09/29/2016 17:00:00,09/30/2016 12:00:00,
,BUY,1.1209738,1.12228,25.97,13.1,09/30/2016 12:00:00,10/03/2016 12:00:00,0.735,0.735,8573.7549999999665,0.0028657467814447103,09/30/2016 12:00:00,10/03/2016 12:00:00,
,SELL,1.1222802,1.1212,21.54,10.8,10/03/2016 12:00:00,10/04/2016 14:00:00,0.735,0.745,8593.8149999999678,0.0023396983002198441,10/03/2016 12:00:00,10/04/2016 14:00:00,
,BUY,1.1213353,1.11951,-37.35,-18.3,10/04/2016 14:00:00,10/06/2016 05:00:00,0.745,0.745,8554.9749999999676,-0.0045195294522863581,10/04/2016 14:00:00,10/06/2016 05:00:00,
,SELL,1.1195102,1.11407,108.23,54.4,10/06/2016 05:00:00,10/07/2016 09:00:00,0.745,0.72,8661.739999999967,0.012479872822538912,10/06/2016 05:00:00,10/07/2016 09:00:00,
,BUY,1.1141338,1.1181,76.34,39.7,10/07/2016 09:00:00,10/10/2016 07:00:00,0.72,0.715,8736.6449999999677,0.0086478005573938886,10/07/2016 09:00:00,10/10/2016 07:00:00,
,SELL,1.118101,1.10383,277.07,142.7,10/10/2016 07:00:00,10/13/2016 10:00:00,0.715,0.71,9012.2899999999681,0.031550440701207549,10/10/2016 07:00:00,10/13/2016 10:00:00,
,BUY,1.1038638,1.1031,-14.97,-7.6,10/13/2016 10:00:00,10/14/2016 02:00:00,0.71,0.705,8995.9049999999679,-0.001818072876039306,10/13/2016 10:00:00,10/14/2016 02:00:00,
,SELL,1.1031002,1.09903,77.9,40.7,10/14/2016 02:00:00,10/17/2016 05:00:00,0.705,0.715,9072.3849999999675,0.0085016460267199178,10/14/2016 02:00:00,10/17/2016 05:00:00,
,BUY,1.0990638,1.09968,12.42,6.2,10/17/2016 05:00:00,10/18/2016 10:00:00,0.715,0.73,9083.3599999999678,0.0012097149757203209,10/17/2016 05:00:00,10/18/2016 10:00:00,
,SELL,1.0996602,1.09913,10.7,5.3,10/18/2016 10:00:00,10/19/2016 06:00:00,0.73,0.745,9092.5849999999682,0.001015593348716818,10/18/2016 10:00:00,10/19/2016 06:00:00,
,BUY,1.09913,1.09747,-34.31,-16.6,10/19/2016 06:00:00,10/19/2016 10:00:00,0.745,0.745,9056.7849999999689,-0.0039372741635078914,10/19/2016 06:00:00,10/19/2016 10:00:00,
,SELL,1.0974606,1.09785,-8.02,-3.9,10/19/2016 10:00:00,10/20/2016 01:00:00,0.745,0.74125,9047.2787499999686,-0.0010496274340177443,10/19/2016 10:00:00,10/20/2016 01:00:00,
,BUY,1.09784,1.09611,-35.57,-17.3,10/20/2016 01:00:00,10/20/2016 04:00:00,0.74125,0.74125,9010.2262499999688,-0.0040954303524692341,10/20/2016 01:00:00,10/20/2016 04:00:00,
,SELL,1.09611,1.09725,-23.34,-11.4,10/20/2016 04:00:00,10/20/2016 07:00:00,0.74125,0.74125,8985.4037499999686,-0.0027549252717156024,10/20/2016 04:00:00,10/20/2016 07:00:00,
,BUY,1.09725,1.09495,-46.97,-23,10/20/2016 07:00:00,10/20/2016 12:00:00,0.74125,0.74125,8936.95124999997,-0.0053923564647831868,10/20/2016 07:00:00,10/20/2016 12:00:00,
,SELL,1.0949504,1.08843,132.43,65.2,10/20/2016 12:00:00,10/24/2016 05:00:00,0.74125,0.725,9067.91499999997,0.014654186459840122,10/20/2016 12:00:00,10/24/2016 05:00:00,
,BUY,1.08844,1.08782,-12.49,-6.2,10/24/2016 05:00:00,10/24/2016 15:00:00,0.725,0.725,9053.97499999997,-0.0015372883402635065,10/24/2016 05:00:00,10/24/2016 15:00:00,
,SELL,1.0878102,1.08829,-9.65,-4.8,10/24/2016 15:00:00,10/25/2016 04:00:00,0.725,0.732,9042.86799999997,-0.0012267539947923435,10/24/2016 15:00:00,10/25/2016 04:00:00,
,BUY,1.08822,1.08749,-15,-7.3,10/25/2016 04:00:00,10/25/2016 06:00:00,0.732,0.732,9026.40399999997,-0.0018206613211649222,10/25/2016 04:00:00,10/25/2016 06:00:00,
,SELL,1.08748,1.08898,-30.77,-15,10/25/2016 06:00:00,10/25/2016 07:00:00,0.732,0.732,8994.16999999997,-0.0035710788039179818,10/25/2016 06:00:00,10/25/2016 07:00:00,
,BUY,1.089,1.0858,-65.41,-32,10/25/2016 07:00:00,10/25/2016 11:00:00,0.732,0.732,8927.29599999997,-0.0074352608411893508,10/25/2016 07:00:00,10/25/2016 11:00:00,
,SELL,1.08581,1.08889,-62.49,-30.8,10/25/2016 11:00:00,10/25/2016 14:00:00,0.732,0.732,8863.34199999997,-0.0071638713446938408,10/25/2016 11:00:00,10/25/2016 14:00:00,
,BUY,1.0889438,1.09058,32.95,16.4,10/25/2016 14:00:00,10/26/2016 16:00:00,0.732,0.725,8894.83499999997,0.0035531744120897626,10/25/2016 14:00:00,10/26/2016 16:00:00,
,SELL,1.0905706,1.091,-8.68,-4.3,10/26/2016 16:00:00,10/27/2016 06:00:00,0.725,0.7275,8884.70249999997,-0.0011391442337041376,10/26/2016 16:00:00,10/27/2016 06:00:00,
,BUY,1.091,1.09035,-13.13,-6.5,10/27/2016 06:00:00,10/27/2016 14:00:00,0.7275,0.7275,8870.1174999999712,-0.0016415856355346929,10/27/2016 06:00:00,10/27/2016 14:00:00,
