Direction,OpenPrice,ClosePrice,Profit/Loss,Profit/Loss in pips,Open Date,Close Date,First Commission,Second Commission,Deposit Curve,Percent Change,Adjusted Open Date,Adjusted Close Date
BUY, 1.1832738, 1.18152, -20.47, -17.5, 1/9/2015 4:00:00 PM, 1/12/2015 9:00:00 AM, 0.4575, 0.4725, 9663.0075, -0.00220973766335211, 1/9/2015 4:00:00 PM, 1/12/2015 9:00:00 AM
SELL, 1.18154, 1.184, -30.09, -24.6, 1/12/2015 9:00:00 AM, 1/12/2015 3:00:00 PM, 0.4725, 0.4725, 9631.9725, -0.00321173299306658, 1/12/2015 9:00:00 AM, 1/12/2015 3:00:00 PM
BUY, 1.1840338, 1.183, -12.6, -10.3, 1/12/2015 3:00:01 PM, 1/13/2015 7:00:00 AM, 0.4725, 0.475, 9618.425, -0.00140651356718477, 1/12/2015 3:00:01 PM, 1/13/2015 7:00:00 AM
SELL, 1.1830002, 1.1786, 53.58, 44, 1/13/2015 7:00:00 AM, 1/14/2015 5:00:00 AM, 0.475, 0.463333333333333, 9671.06666666667, 0.00547300276985748, 1/13/2015 7:00:00 AM, 1/14/2015 5:00:00 AM
BUY, 1.17861, 1.17441, -50.15, -42, 1/14/2015 5:00:00 AM, 1/14/2015 10:00:00 AM, 0.463333333333333, 0.463333333333333, 9619.99, -0.0052813891607957, 1/14/2015 5:00:00 AM, 1/14/2015 10:00:00 AM
SELL, 1.17441, 1.1826, -97.27, -81.9, 1/14/2015 10:00:00 AM, 1/14/2015 1:37:57 PM, 0.463333333333333, 0.463333333333333, 9521.79333333333, -0.0102075643183274, 1/14/2015 10:00:00 AM, 1/14/2015 1:37:57 PM
BUY, 1.1826315, 1.17723, -63.49, -54, 1/14/2015 2:00:00 PM, 1/15/2015 7:00:00 AM, 0.463333333333333, 0.445, 9457.395, -0.00676325678146056, 1/14/2015 2:00:00 PM, 1/15/2015 7:00:00 AM
SELL, 1.1772402, 1.16361, 153.46, 136.3, 1/15/2015 7:00:00 AM, 1/16/2015 7:00:00 AM, 0.445, 0.4, 9610.01, 0.0161371075227375, 1/15/2015 7:00:00 AM, 1/16/2015 7:00:00 AM
BUY, 1.16361, 1.15865, -51.26, -49.6, 1/16/2015 7:00:00 AM, 1/16/2015 12:00:00 PM, 0.4, 0.4, 9557.95, -0.00541726803614143, 1/16/2015 7:00:00 AM, 1/16/2015 12:00:00 PM
SELL, 1.15866, 1.1569, 18.09, 17.6, 1/16/2015 12:00:00 PM, 1/16/2015 9:00:00 PM, 0.4, 0.4, 9575.24, 0.00180896531159934, 1/16/2015 12:00:00 PM, 1/16/2015 9:00:00 PM
BUY, 1.1569476, 1.15846, 15.57, 15.1, 1/16/2015 9:00:00 PM, 1/20/2015 1:00:00 AM, 0.4, 0.39, 9590.02, 0.00154356444329321, 1/16/2015 9:00:00 PM, 1/20/2015 1:00:00 AM
SELL, 1.15831, 1.16064, -23.77, -23.3, 1/20/2015 1:00:00 AM, 1/20/2015 11:00:00 AM, 0.39, 0.39, 9565.47, -0.00255995295108885, 1/20/2015 1:00:00 AM, 1/20/2015 11:00:00 AM
BUY, 1.16064, 1.1582, -24.83, -24.4, 1/20/2015 11:00:00 AM, 1/20/2015 12:00:00 PM, 0.39, 0.39, 9539.86, -0.00267733838483635, 1/20/2015 11:00:00 AM, 1/20/2015 12:00:00 PM
SELL, 1.1582202, 1.15749, 7.41, 7.3, 1/20/2015 12:00:00 PM, 1/21/2015 6:00:00 AM, 0.39, 0.395, 9546.485, 0.000694454635602619, 1/20/2015 12:00:00 PM, 1/21/2015 6:00:00 AM
BUY, 1.15749, 1.15741, -0.83, -0.8, 1/21/2015 6:00:00 AM, 1/21/2015 6:00:00 PM, 0.395, 0.395, 9544.865, -0.000169695966630734, 1/21/2015 6:00:00 AM, 1/21/2015 6:00:00 PM
SELL, 1.1574306, 1.16237, -51.23, -49.4, 1/21/2015 6:00:00 PM, 1/22/2015 10:00:00 AM, 0.395, 0.385, 9492.855, -0.00544900320748384, 1/21/2015 6:00:00 PM, 1/22/2015 10:00:00 AM
BUY, 1.16237, 1.15271, -96.53, -96.6, 1/22/2015 10:00:00 AM, 1/22/2015 1:40:52 PM, 0.385, 0.385, 9395.555, -0.010249814202366, 1/22/2015 10:00:00 AM, 1/22/2015 1:40:52 PM
SELL, 1.1562902, 1.12784, 281.37, 284.5, 1/22/2015 2:00:00 PM, 1/23/2015 8:52:32 AM, 0.385, 0.345, 9676.195, 0.0298694435826304, 1/22/2015 2:00:00 PM, 1/23/2015 8:52:32 AM
SELL, 1.1233102, 1.12171, 13.95, 16, 1/23/2015 10:00:00 AM, 1/26/2015 7:00:00 AM, 0.345, 0.46, 9689.34, 0.00135848853810826, 1/23/2015 10:00:00 AM, 1/26/2015 7:00:00 AM
BUY, 1.1217, 1.12387, 17.52, 21.7, 1/26/2015 7:00:00 AM, 1/26/2015 10:00:00 PM, 0.46, 0.225, 9706.175, 0.00173747644318405, 1/26/2015 7:00:00 AM, 1/27/2015 12:00:00 AM
SELL, 1.12384, 1.13373, -80, -98.9, 1/26/2015 10:00:00 PM, 1/27/2015 9:00:00 AM, 0.225, 0.225, 9625.725, -0.00828853796680986, 1/27/2015 12:00:00 AM, 1/27/2015 9:00:00 AM
BUY, 1.1337838, 1.13349, -2.32, -2.9, 1/27/2015 9:00:00 AM, 1/28/2015 3:00:00 AM, 0.225, 0.29, 9622.89, -0.0002945232696757, 1/27/2015 9:00:00 AM, 1/28/2015 3:00:00 AM
SELL, 1.1334906, 1.13114, 17.81, 23.5, 1/28/2015 3:00:00 AM, 1/29/2015 12:00:00 PM, 0.29, 0.285, 9640.125, 0.00179104198426863, 1/28/2015 3:00:00 AM, 1/29/2015 12:00:00 PM
BUY, 1.13112, 1.13039, -5.59, -7.3, 1/29/2015 12:00:00 PM, 1/29/2015 6:00:00 PM, 0.285, 0.285, 9633.965, -0.000638995863642832, 1/29/2015 12:00:00 PM, 1/29/2015 6:00:00 PM
SELL, 1.1304402, 1.13411, -28.07, -36.7, 1/29/2015 6:00:00 PM, 1/30/2015 9:00:00 AM, 0.285, 0.2875, 9605.3225, -0.00297307494889175, 1/29/2015 6:00:00 PM, 1/30/2015 9:00:00 AM
BUY, 1.13414, 1.13179, -18.06, -23.5, 1/30/2015 9:00:00 AM, 1/30/2015 2:00:00 PM, 0.2875, 0.2875, 9586.6875, -0.00194007020586765, 1/30/2015 9:00:00 AM, 1/30/2015 2:00:00 PM
SELL, 1.1318102, 1.13085, 7.36, 9.6, 1/30/2015 2:00:00 PM, 2/2/2015 6:00:00 AM, 0.2875, 0.305, 9593.455, 0.000705926838649943, 1/30/2015 2:00:00 PM, 2/2/2015 6:00:00 AM
BUY, 1.13083, 1.13112, 2.4, 2.9, 2/2/2015 6:00:00 AM, 2/2/2015 2:00:00 PM, 0.305, 0.305, 9595.245, 0.000186585541913633, 2/2/2015 6:00:00 AM, 2/2/2015 2:00:00 PM
SELL, 1.13111, 1.13424, -25.89, -31.3, 2/2/2015 2:00:00 PM, 2/2/2015 4:00:00 PM, 0.305, 0.305, 9568.745, -0.00276178461310785, 2/2/2015 2:00:00 PM, 2/2/2015 4:00:00 PM
BUY, 1.1342538, 1.13334, -7.54, -9.1, 2/2/2015 4:00:00 PM, 2/3/2015 10:00:00 AM, 0.305, 0.315, 9560.585, -0.000852776409027691, 2/2/2015 4:00:00 PM, 2/3/2015 10:00:00 AM
SELL, 1.13332, 1.14476, -96.79, -114.4, 2/3/2015 10:00:00 AM, 2/3/2015 1:51:31 PM, 0.315, 0.315, 9463.165, -0.010189753032895, 2/3/2015 10:00:00 AM, 2/3/2015 1:51:31 PM
BUY, 1.1443438, 1.14661, 18.98, 22.7, 2/3/2015 2:00:00 PM, 2/4/2015 8:00:00 AM, 0.315, 0.31, 9481.52, 0.00193962590739986, 2/3/2015 2:00:00 PM, 2/4/2015 8:00:00 AM
SELL, 1.1466206, 1.13807, 67.57, 85.5, 2/4/2015 8:00:00 AM, 2/5/2015 8:00:00 AM, 0.31, 0.295, 9548.485, 0.00706268615158753, 2/4/2015 8:00:00 AM, 2/5/2015 8:00:00 AM
BUY, 1.1381138, 1.14483, 51.72, 67.2, 2/5/2015 8:00:00 AM, 2/6/2015 8:00:00 AM, 0.295, 0.285, 9599.625, 0.00535582346309382, 2/5/2015 8:00:00 AM, 2/6/2015 8:00:00 AM
SELL, 1.1448502, 1.13442, 78.23, 104.3, 2/6/2015 8:00:00 AM, 2/9/2015 8:00:00 AM, 0.285, 0.29, 9677.28, 0.0080893784913472, 2/6/2015 8:00:00 AM, 2/9/2015 8:00:00 AM
BUY, 1.13441, 1.13112, -25.68, -32.9, 2/9/2015 8:00:00 AM, 2/9/2015 12:00:00 PM, 0.29, 0.29, 9651.02, -0.00271357240877604, 2/9/2015 8:00:00 AM, 2/9/2015 12:00:00 PM
SELL, 1.13113, 1.1316, -3.66, -4.7, 2/9/2015 12:00:00 PM, 2/9/2015 5:00:00 PM, 0.29, 0.29, 9646.78, -0.000439331801198193, 2/9/2015 12:00:00 PM, 2/9/2015 5:00:00 PM
BUY, 1.1316438, 1.12849, -24.54, -31.5, 2/9/2015 5:00:00 PM, 2/10/2015 10:00:00 AM, 0.29, 0.295, 9621.655, -0.00260449600799438, 2/9/2015 5:00:00 PM, 2/10/2015 10:00:00 AM
SELL, 1.12848, 1.13126, -22.11, -27.8, 2/10/2015 10:00:00 AM, 2/10/2015 6:00:00 PM, 0.295, 0.295, 9598.95499999999, -0.00235926147840478, 2/10/2015 10:00:00 AM, 2/10/2015 6:00:00 PM
BUY, 1.1312538, 1.13033, -7.33, -9.2, 2/10/2015 6:00:00 PM, 2/11/2015 12:00:00 PM, 0.295, 0.45, 9590.87999999999, -0.000841237405530157, 2/10/2015 6:00:00 PM, 2/11/2015 12:00:00 PM
SELL, 1.13033, 1.1338, -28.2, -34.7, 2/11/2015 12:00:00 PM, 2/11/2015 10:00:00 PM, 0.45, 0.15, 9562.07999999999, -0.00300285271007469, 2/11/2015 12:00:00 PM, 2/12/2015 12:00:00 AM
BUY, 1.1339538, 1.14056, 53.53, 66.1, 2/11/2015 10:00:00 PM, 2/13/2015 11:00:00 AM, 0.15, 0.31, 9615.14999999999, 0.00555004768836922, 2/12/2015 12:00:00 AM, 2/13/2015 11:00:00 AM
SELL, 1.1405402, 1.14148, -7.86, -9.4, 2/13/2015 11:00:00 AM, 2/16/2015 3:00:00 AM, 0.31, 0.3375, 9606.64249999999, -0.000884801589158746, 2/13/2015 11:00:00 AM, 2/16/2015 3:00:00 AM
BUY, 1.14148, 1.14058, -8.24, -9, 2/16/2015 3:00:01 AM, 2/16/2015 2:00:00 PM, 0.3375, 0.3375, 9597.7275, -0.000928003722424256, 2/16/2015 3:00:01 AM, 2/16/2015 2:00:00 PM
SELL, 1.1406102, 1.13518, 49.64, 54.3, 2/16/2015 2:00:00 PM, 2/17/2015 9:00:00 AM, 0.3375, 0.345, 9646.68499999999, 0.00510094707314816, 2/16/2015 2:00:00 PM, 2/17/2015 9:00:00 AM
BUY, 1.1351938, 1.1399, 43.25, 47.1, 2/17/2015 9:00:00 AM, 2/18/2015 2:00:00 AM, 0.345, 0.3425, 9689.24749999999, 0.00441213743374019, 2/17/2015 9:00:00 AM, 2/18/2015 2:00:00 AM
SELL, 1.1399, 1.13811, 16.21, 17.9, 2/18/2015 2:00:10 AM, 2/18/2015 8:00:00 PM, 0.3425, 0.3425, 9704.77249999999, 0.0016022916124291, 2/18/2015 2:00:10 AM, 2/18/2015 8:00:00 PM
BUY, 1.1381715, 1.13965, 13.41, 14.8, 2/18/2015 8:00:00 PM, 2/19/2015 12:00:00 PM, 0.3425, 0.345, 9717.49499999999, 0.00131095293578493, 2/18/2015 8:00:00 PM, 2/19/2015 12:00:00 PM
SELL, 1.1396002, 1.13705, 23.6, 25.5, 2/19/2015 12:00:00 PM, 2/20/2015 4:00:00 PM, 0.345, 0.35, 9740.39999999999, 0.0023570889411315, 2/19/2015 12:00:00 PM, 2/20/2015 4:00:00 PM
BUY, 1.1370438, 1.13435, -25.23, -26.9, 2/20/2015 4:00:00 PM, 2/23/2015 9:00:00 AM, 0.35, 0.355, 9714.46499999999, -0.00266262165824807, 2/20/2015 4:00:00 PM, 2/23/2015 9:00:00 AM
SELL, 1.1344402, 1.13332, 10.77, 11.2, 2/23/2015 9:00:00 AM, 2/24/2015 4:00:00 AM, 0.355, 0.358333333333333, 9724.52166666666, 0.00103522599203016, 2/23/2015 9:00:00 AM, 2/24/2015 4:00:00 AM
BUY, 1.13332, 1.13028, -29.27, -30.4, 2/24/2015 4:00:02 AM, 2/24/2015 10:00:00 AM, 0.358333333333333, 0.358333333333333, 9694.53499999999, -0.00308361353848948, 2/24/2015 4:00:02 AM, 2/24/2015 10:00:00 AM
SELL, 1.13029, 1.13333, -29.18, -30.4, 2/24/2015 10:00:00 AM, 2/24/2015 2:00:00 PM, 0.358333333333333, 0.358333333333333, 9664.63833333333, -0.00308386804180577, 2/24/2015 10:00:00 AM, 2/24/2015 2:00:00 PM
BUY, 1.1334653, 1.13509, 15.55, 16.2, 2/24/2015 2:00:00 PM, 2/26/2015 8:00:00 AM, 0.358333333333333, 0.37, 9679.45999999999, 0.00153359765316275, 2/24/2015 2:00:00 PM, 2/26/2015 8:00:00 AM
SELL, 1.1351102, 1.12149, 137.33, 136.2, 2/26/2015 8:00:01 AM, 2/27/2015 8:00:00 AM, 0.37, 0.3575, 9816.06249999999, 0.0141126157864177, 2/26/2015 8:00:01 AM, 2/27/2015 8:00:00 AM
BUY, 1.1215, 1.11867, -26.97, -28.3, 2/27/2015 8:00:00 AM, 2/27/2015 3:00:00 PM, 0.3575, 0.3575, 9788.37749999999, -0.00282037731524219, 2/27/2015 8:00:00 AM, 2/27/2015 3:00:00 PM
SELL, 1.1186702, 1.12168, -28.61, -30.1, 2/27/2015 3:00:00 PM, 3/2/2015 10:00:00 AM, 0.3575, 0.37, 9759.03999999999, -0.00299717700916229, 2/27/2015 3:00:00 PM, 3/2/2015 10:00:00 AM
BUY, 1.12167, 1.11887, -28.47, -28, 3/2/2015 10:00:00 AM, 3/2/2015 5:00:00 PM, 0.37, 0.37, 9729.82999999999, -0.00299312227432198, 3/2/2015 10:00:00 AM, 3/2/2015 5:00:00 PM
SELL, 1.1188802, 1.12052, -16.62, -16.4, 3/2/2015 5:00:00 PM, 3/3/2015 8:00:00 AM, 0.37, 0.37625, 9712.46374999999, -0.00178484618950187, 3/2/2015 5:00:00 PM, 3/3/2015 8:00:00 AM
BUY, 1.12048, 1.11722, -33.33, -32.6, 3/3/2015 8:00:00 AM, 3/3/2015 10:00:00 AM, 0.37625, 0.37625, 9678.38124999999, -0.00350915080635441, 3/3/2015 8:00:00 AM, 3/3/2015 10:00:00 AM
SELL, 1.11724, 1.11996, -27.71, -27.2, 3/3/2015 10:00:00 AM, 3/3/2015 3:00:00 PM, 0.37625, 0.37625, 9649.91874999999, -0.0029408326934837, 3/3/2015 10:00:00 AM, 3/3/2015 3:00:00 PM
BUY, 1.11999, 1.11753, -24.99, -24.6, 3/3/2015 3:00:00 PM, 3/3/2015 9:00:00 PM, 0.37625, 0.37625, 9624.17624999999, -0.00266763904100232, 3/3/2015 3:00:00 PM, 3/3/2015 9:00:00 PM
SELL, 1.117541, 1.08907, 288.44, 284.7, 3/3/2015 9:00:00 PM, 3/6/2015 1:31:40 PM, 0.37625, 0.365, 9911.87499999999, 0.0298933376246099, 3/3/2015 9:00:00 PM, 3/6/2015 1:31:40 PM
SELL, 1.0895502, 1.08581, 38.22, 37.4, 3/6/2015 2:00:00 PM, 3/9/2015 7:00:00 AM, 0.365, 0.365, 9949.36499999999, 0.00378233179897848, 3/6/2015 2:00:00 PM, 3/9/2015 7:00:00 AM
BUY, 1.0858, 1.08585, 0.51, 0.5, 3/9/2015 7:00:00 AM, 3/9/2015 1:00:00 PM, 0.365, 0.365, 9949.14499999999, -2.21119639292905E-05, 3/9/2015 7:00:00 AM, 3/9/2015 1:00:00 PM
SELL, 1.0858504, 1.05646, 298.4, 293.9, 3/9/2015 1:00:00 PM, 3/11/2015 10:34:51 AM, 0.365, 0.32, 10246.86, 0.0299236768586648, 3/9/2015 1:00:00 PM, 3/11/2015 10:34:51 AM
SELL, 1.0573906, 1.0568, 5.99, 5.9, 3/11/2015 11:00:00 AM, 3/12/2015 7:00:00 AM, 0.32, 0.31, 10252.22, 0.000523087072527641, 3/11/2015 11:00:00 AM, 3/12/2015 7:00:00 AM
BUY, 1.0568338, 1.06264, 55.12, 58.1, 3/12/2015 7:00:00 AM, 3/13/2015 12:00:00 AM, 0.31, 0.295, 10306.735, 0.00531738491760821, 3/12/2015 7:00:00 AM, 3/13/2015 12:00:00 AM
SELL, 1.0626702, 1.05254, 91.59, 101.3, 3/13/2015 12:00:00 AM, 3/16/2015 6:00:00 AM, 0.295, 0.29, 10397.74, 0.00882966332208998, 3/13/2015 12:00:00 AM, 3/16/2015 6:00:00 AM
BUY, 1.0525738, 1.05625, 34.13, 36.8, 3/16/2015 6:00:00 AM, 3/17/2015 1:00:00 AM, 0.29, 0.29, 10431.29, 0.00322666271709038, 3/16/2015 6:00:00 AM, 3/17/2015 1:00:00 AM
SELL, 1.05625, 1.06122, -45.48, -49.7, 3/17/2015 1:00:01 AM, 3/17/2015 8:00:00 AM, 0.29, 0.29, 10385.23, -0.00441556125848284, 3/17/2015 1:00:01 AM, 3/17/2015 8:00:00 AM
BUY, 1.06119, 1.05955, -14.94, -16.4, 3/17/2015 8:00:00 AM, 3/17/2015 5:00:00 PM, 0.29, 0.29, 10369.71, -0.0014944300703981, 3/17/2015 8:00:00 AM, 3/17/2015 5:00:00 PM
SELL, 1.0595502, 1.06242, -26.1, -28.7, 3/17/2015 5:00:02 PM, 3/18/2015 11:00:00 AM, 0.29, 0.2975, 10343.0225, -0.00257360138325951, 3/17/2015 5:00:02 PM, 3/18/2015 11:00:00 AM
BUY, 1.0624, 1.09635, 310.74, 339.5, 3/18/2015 11:00:00 AM, 3/18/2015 8:04:41 PM, 0.2975, 0.2975, 10653.1675, 0.0299859156257274, 3/18/2015 11:00:00 AM, 3/18/2015 8:04:41 PM
BUY, 1.0866715, 1.07939, -68.65, -72.8, 3/18/2015 9:00:00 PM, 3/19/2015 3:00:00 AM, 0.2975, 0.28, 10583.94, -0.00649830203082783, 3/18/2015 9:00:00 PM, 3/19/2015 3:00:00 AM
SELL, 1.0794202, 1.06946, 78.09, 99.6, 3/19/2015 3:00:01 AM, 3/20/2015 2:00:00 AM, 0.28, 0.24, 10661.51, 0.00732902869819743, 3/19/2015 3:00:01 AM, 3/20/2015 2:00:00 AM
BUY, 1.0694838, 1.08159, 87.81, 121.1, 3/20/2015 2:00:00 AM, 3/23/2015 6:00:00 AM, 0.24, 0.2375, 10748.8425, 0.00819138189618531, 3/20/2015 2:00:00 AM, 3/23/2015 6:00:00 AM
SELL, 1.08159, 1.0866, -36.88, -50.1, 3/23/2015 6:00:00 AM, 3/23/2015 11:00:00 AM, 0.2375, 0.2375, 10711.4875, -0.00347525791730594, 3/23/2015 6:00:00 AM, 3/23/2015 11:00:00 AM
BUY, 1.0866538, 1.09061, 29.03, 39.6, 3/23/2015 11:00:00 AM, 3/24/2015 4:00:00 AM, 0.2375, 0.235, 10740.045, 0.00266606295344142, 3/23/2015 11:00:00 AM, 3/24/2015 4:00:00 AM
SELL, 1.09062, 1.09532, -33.65, -47, 3/24/2015 4:00:05 AM, 3/24/2015 8:00:00 AM, 0.235, 0.235, 10705.925, -0.00317689544131323, 3/24/2015 4:00:05 AM, 3/24/2015 8:00:00 AM
BUY, 1.09525, 1.09384, -10.06, -14.1, 3/24/2015 8:00:00 AM, 3/24/2015 2:00:00 PM, 0.235, 0.235, 10695.395, -0.000983567510513929, 3/24/2015 8:00:00 AM, 3/24/2015 2:00:00 PM
SELL, 1.0938202, 1.09641, -18.47, -25.9, 3/24/2015 2:00:00 PM, 3/25/2015 9:00:00 AM, 0.235, 0.235, 10676.455, -0.00177085558784867, 3/24/2015 2:00:00 PM, 3/25/2015 9:00:00 AM
BUY, 1.0965115, 1.09632, -1.37, -1.9, 3/25/2015 9:00:00 AM, 3/26/2015 12:00:00 AM, 0.235, 0.238333333333333, 10674.6116666667, -0.000172654062920151, 3/25/2015 9:00:00 AM, 3/26/2015 12:00:00 AM
SELL, 1.09631, 1.10132, -36.38, -50.1, 3/26/2015 12:00:00 AM, 3/26/2015 8:00:00 AM, 0.238333333333333, 0.238333333333333, 10637.755, -0.00345274074763375, 3/26/2015 12:00:00 AM, 3/26/2015 8:00:00 AM
BUY, 1.10131, 1.09837, -21.27, -29.4, 3/26/2015 8:00:00 AM, 3/26/2015 1:00:00 PM, 0.238333333333333, 0.238333333333333, 10616.0083333333, -0.00204429098683583, 3/26/2015 8:00:00 AM, 3/26/2015 1:00:00 PM
SELL, 1.0983702, 1.08767, 77.27, 107, 3/26/2015 1:00:00 PM, 3/27/2015 1:00:00 PM, 0.238333333333333, 0.235, 10692.805, 0.00723404355529115, 3/26/2015 1:00:00 PM, 3/27/2015 1:00:00 PM
BUY, 1.0877238, 1.08601, -12.22, -17.1, 3/27/2015 1:00:00 PM, 3/30/2015 5:00:00 AM, 0.235, 0.24, 10680.11, -0.0011872469384787, 3/27/2015 1:00:00 PM, 3/30/2015 5:00:00 AM
SELL, 1.0860104, 1.07552, 79.46, 104.9, 3/30/2015 5:00:01 AM, 4/1/2015 1:00:00 AM, 0.24, 0.253333333333333, 10759.0766666667, 0.00739380649325385, 3/30/2015 5:00:01 AM, 4/1/2015 1:00:00 AM
BUY, 1.07552, 1.07533, -1.5, -1.9, 4/1/2015 1:00:00 AM, 4/1/2015 8:00:00 AM, 0.253333333333333, 0.253333333333333, 10757.07, -0.000186509189295321, 4/1/2015 1:00:00 AM, 4/1/2015 8:00:00 AM
SELL, 1.07531, 1.07783, -19.93, -25.2, 4/1/2015 8:00:00 AM, 4/1/2015 1:00:00 PM, 0.253333333333333, 0.253333333333333, 10736.6333333333, -0.00189983579791398, 4/1/2015 8:00:00 AM, 4/1/2015 1:00:00 PM
BUY, 1.0779353, 1.08808, 80.09, 101.4, 4/1/2015 1:00:00 PM, 4/3/2015 6:00:00 AM, 0.253333333333333, 0.2625, 10816.2075, 0.00741146355623587, 4/1/2015 1:00:00 PM, 4/3/2015 6:00:00 AM
SELL, 1.08808, 1.09147, -27.36, -33.9, 4/3/2015 6:00:00 AM, 4/3/2015 12:00:00 PM, 0.2625, 0.2625, 10788.3225, -0.00257807554080302, 4/3/2015 6:00:00 AM, 4/3/2015 12:00:00 PM
BUY, 1.0915438, 1.09749, 47.87, 59.5, 4/3/2015 12:00:00 PM, 4/6/2015 7:00:00 AM, 0.2625, 0.273333333333333, 10835.6566666667, 0.00438753723451143, 4/3/2015 12:00:00 PM, 4/6/2015 7:00:00 AM
SELL, 1.09745, 1.10198, -37.76, -45.3, 4/6/2015 7:00:00 AM, 4/6/2015 1:00:00 PM, 0.273333333333333, 0.273333333333333, 10797.35, -0.00353524182659909, 4/6/2015 7:00:00 AM, 4/6/2015 1:00:00 PM
BUY, 1.10197, 1.09771, -35.38, -42.6, 4/6/2015 1:00:00 PM, 4/6/2015 7:00:00 PM, 0.273333333333333, 0.273333333333333, 10761.4233333333, -0.00332735964534504, 4/6/2015 1:00:00 PM, 4/6/2015 7:00:00 PM
SELL, 1.0977604, 1.08475, 107.7, 130.1, 4/6/2015 7:00:00 PM, 4/8/2015 5:00:00 AM, 0.273333333333333, 0.27, 10868.58, 0.00995748084128906, 4/6/2015 7:00:00 PM, 4/8/2015 5:00:00 AM
BUY, 1.08477, 1.07907, -47.29, -57, 4/8/2015 5:00:01 AM, 4/8/2015 3:00:00 PM, 0.27, 0.27, 10820.75, -0.00440075888478548, 4/8/2015 5:00:01 AM, 4/8/2015 3:00:00 PM
SELL, 1.079061, 1.06134, 146.39, 177.2, 4/8/2015 3:00:00 PM, 4/12/2015 11:00:00 PM, 0.27, 0.273333333333333, 10966.5966666667, 0.0134784249397377, 4/8/2015 3:00:00 PM, 4/13/2015 12:00:00 AM
BUY, 1.06136, 1.05923, -17.83, -21.3, 4/12/2015 11:00:00 PM, 4/13/2015 6:00:00 AM, 0.273333333333333, 0.273333333333333, 10948.22, -0.00167569458650043, 4/13/2015 12:00:00 AM, 4/13/2015 6:00:00 AM
SELL, 1.05923, 1.05922, 0.09, 0.1, 4/13/2015 6:00:00 AM, 4/13/2015 2:00:00 PM, 0.273333333333333, 0.273333333333333, 10947.7633333333, -4.17114989164388E-05, 4/13/2015 6:00:00 AM, 4/13/2015 2:00:00 PM
BUY, 1.0592538, 1.05405, -45.94, -52, 4/13/2015 2:00:00 PM, 4/14/2015 6:00:00 AM, 0.273333333333333, 0.2825, 10901.2675, -0.00424706233754301, 4/13/2015 2:00:00 PM, 4/14/2015 6:00:00 AM
