Direction,OpenPrice,ClosePrice,Profit/Loss,Profit/Loss in pips,Open Date,Close Date,First Commission,Second Commission,Deposit Curve,Percent Change,Adjusted Open Date,Adjusted Close Date
BUY, 1.13414, 1.13179, -24.1, -23.5, 1/30/2015 9:00:00 AM, 1/30/2015 2:00:00 PM, 0.3825, 0.3825, 9513.1225, -0.00260694407494241, 1/30/2015 9:00:00 AM, 1/30/2015 2:00:00 PM
SELL, 1.1318102, 1.13085, 9.82, 9.6, 1/30/2015 2:00:00 PM, 2/2/2015 6:00:00 AM, 0.3825, 0.405, 9522.155, 0.000949477944807222, 1/30/2015 2:00:00 PM, 2/2/2015 6:00:00 AM
BUY, 1.13083, 1.13112, 3.17, 2.9, 2/2/2015 6:00:00 AM, 2/2/2015 2:00:00 PM, 0.405, 0.405, 9524.515, 0.000247843056535058, 2/2/2015 6:00:00 AM, 2/2/2015 2:00:00 PM
SELL, 1.13111, 1.13424, -34.27, -31.3, 2/2/2015 2:00:00 PM, 2/2/2015 4:00:00 PM, 0.405, 0.405, 9489.435, -0.0036831271723547, 2/2/2015 2:00:00 PM, 2/2/2015 4:00:00 PM
BUY, 1.1342538, 1.13334, -9.97, -9.1, 2/2/2015 4:00:00 PM, 2/3/2015 10:00:00 AM, 0.405, 0.415, 9478.645, -0.00113705399741914, 2/2/2015 4:00:00 PM, 2/3/2015 10:00:00 AM
SELL, 1.13332, 1.14193, -96.02, -86.1, 2/3/2015 10:00:00 AM, 2/3/2015 1:43:40 PM, 0.415, 0.415, 9381.795, -0.0102177051677745, 2/3/2015 10:00:00 AM, 2/3/2015 1:43:40 PM
BUY, 1.1443438, 1.14661, 25.01, 22.7, 2/3/2015 2:00:00 PM, 2/4/2015 8:00:00 AM, 0.415, 0.405, 9405.985, 0.00257839784390945, 2/3/2015 2:00:00 PM, 2/4/2015 8:00:00 AM
SELL, 1.1466206, 1.13807, 89.37, 85.5, 2/4/2015 8:00:00 AM, 2/5/2015 8:00:00 AM, 0.405, 0.39, 9494.56, 0.00941687659506162, 2/4/2015 8:00:00 AM, 2/5/2015 8:00:00 AM
BUY, 1.1381138, 1.14483, 68.57, 67.2, 2/5/2015 8:00:00 AM, 2/6/2015 8:00:00 AM, 0.39, 0.38, 9562.36, 0.00714093122798731, 2/5/2015 8:00:00 AM, 2/6/2015 8:00:00 AM
SELL, 1.1448502, 1.13442, 103.9, 104.3, 2/6/2015 8:00:00 AM, 2/9/2015 8:00:00 AM, 0.38, 0.385, 9665.495, 0.0107855173827382, 2/6/2015 8:00:00 AM, 2/9/2015 8:00:00 AM
BUY, 1.13441, 1.13112, -34.2, -32.9, 2/9/2015 8:00:00 AM, 2/9/2015 12:00:00 PM, 0.385, 0.385, 9630.525, -0.00361802473644662, 2/9/2015 8:00:00 AM, 2/9/2015 12:00:00 PM
SELL, 1.13113, 1.1316, -4.87, -4.7, 2/9/2015 12:00:00 PM, 2/9/2015 5:00:00 PM, 0.385, 0.385, 9624.885, -0.000585637854634221, 2/9/2015 12:00:00 PM, 2/9/2015 5:00:00 PM
BUY, 1.1316438, 1.12849, -32.64, -31.5, 2/9/2015 5:00:00 PM, 2/10/2015 10:00:00 AM, 0.385, 0.39, 9591.47, -0.00347172979209612, 2/9/2015 5:00:00 PM, 2/10/2015 10:00:00 AM
SELL, 1.12848, 1.13126, -29.3, -27.8, 2/10/2015 10:00:00 AM, 2/10/2015 6:00:00 PM, 0.39, 0.39, 9561.39, -0.00313611990654195, 2/10/2015 10:00:00 AM, 2/10/2015 6:00:00 PM
BUY, 1.1312538, 1.13033, -9.71, -9.2, 2/10/2015 6:00:00 PM, 2/11/2015 12:00:00 PM, 0.39, 0.6, 9550.69, -0.00111908414989859, 2/10/2015 6:00:00 PM, 2/11/2015 12:00:00 PM
SELL, 1.13033, 1.1338, -37.66, -34.7, 2/11/2015 12:00:00 PM, 2/11/2015 10:00:00 PM, 0.6, 0.2, 9512.23000000001, -0.00402693417962463, 2/11/2015 12:00:00 PM, 2/12/2015 12:00:00 AM
BUY, 1.1339538, 1.14056, 71.41, 66.1, 2/11/2015 10:00:00 PM, 2/13/2015 11:00:00 AM, 0.2, 0.415, 9583.02500000001, 0.00744252399279665, 2/12/2015 12:00:00 AM, 2/13/2015 11:00:00 AM
SELL, 1.1405402, 1.14148, -10.47, -9.4, 2/13/2015 11:00:00 AM, 2/16/2015 3:00:00 AM, 0.415, 0.4475, 9571.69250000001, -0.00118255978670604, 2/13/2015 11:00:00 AM, 2/16/2015 3:00:00 AM
BUY, 1.14148, 1.14058, -10.91, -9, 2/16/2015 3:00:01 AM, 2/16/2015 2:00:00 PM, 0.4475, 0.4475, 9559.88750000001, -0.00123332420050062, 2/16/2015 3:00:01 AM, 2/16/2015 2:00:00 PM
SELL, 1.1406102, 1.13518, 65.72, 54.3, 2/16/2015 2:00:00 PM, 2/17/2015 9:00:00 AM, 0.4475, 0.455, 9624.70500000001, 0.00678015300912267, 2/16/2015 2:00:00 PM, 2/17/2015 9:00:00 AM
BUY, 1.1351938, 1.1399, 57.35, 47.1, 2/17/2015 9:00:00 AM, 2/18/2015 2:00:00 AM, 0.455, 0.455, 9681.14500000001, 0.00586407583401262, 2/17/2015 9:00:00 AM, 2/18/2015 2:00:00 AM
SELL, 1.1399, 1.13811, 21.66, 17.9, 2/18/2015 2:00:10 AM, 2/18/2015 8:00:00 PM, 0.455, 0.455, 9701.89500000001, 0.0021433415159054, 2/18/2015 2:00:10 AM, 2/18/2015 8:00:00 PM
BUY, 1.1381715, 1.13965, 17.93, 14.8, 2/18/2015 8:00:00 PM, 2/19/2015 12:00:00 PM, 0.455, 0.46, 9718.91000000001, 0.00175378109121975, 2/18/2015 8:00:00 PM, 2/19/2015 12:00:00 PM
SELL, 1.1396002, 1.13705, 31.38, 25.5, 2/19/2015 12:00:00 PM, 2/20/2015 4:00:00 PM, 0.46, 0.465, 9749.36500000001, 0.0031335818522859, 2/19/2015 12:00:00 PM, 2/20/2015 4:00:00 PM
BUY, 1.1370438, 1.13435, -33.68, -26.9, 2/20/2015 4:00:00 PM, 2/23/2015 9:00:00 AM, 0.465, 0.475, 9714.745, -0.00355100050105835, 2/20/2015 4:00:00 PM, 2/23/2015 9:00:00 AM
SELL, 1.1344402, 1.13332, 14.32, 11.2, 2/23/2015 9:00:00 AM, 2/24/2015 4:00:00 AM, 0.475, 0.476666666666667, 9728.11333333334, 0.00137608690020518, 2/23/2015 9:00:00 AM, 2/24/2015 4:00:00 AM
BUY, 1.13332, 1.13028, -38.92, -30.4, 2/24/2015 4:00:02 AM, 2/24/2015 10:00:00 AM, 0.476666666666667, 0.476666666666667, 9688.24000000001, -0.00409877352031942, 2/24/2015 4:00:02 AM, 2/24/2015 10:00:00 AM
SELL, 1.13029, 1.13333, -38.76, -30.4, 2/24/2015 10:00:00 AM, 2/24/2015 2:00:00 PM, 0.476666666666667, 0.476666666666667, 9648.52666666667, -0.00409912773974769, 2/24/2015 10:00:00 AM, 2/24/2015 2:00:00 PM
BUY, 1.1334653, 1.13509, 20.63, 16.2, 2/24/2015 2:00:00 PM, 2/26/2015 8:00:00 AM, 0.476666666666667, 0.49, 9668.19, 0.00203796227265082, 2/24/2015 2:00:00 PM, 2/26/2015 8:00:00 AM
SELL, 1.1351102, 1.12149, 182.91, 136.2, 2/26/2015 8:00:01 AM, 2/27/2015 8:00:00 AM, 0.49, 0.4775, 9850.1325, 0.0188186723678371, 2/26/2015 8:00:01 AM, 2/27/2015 8:00:00 AM
BUY, 1.1215, 1.11867, -36.2, -28.3, 2/27/2015 8:00:00 AM, 2/27/2015 3:00:00 PM, 0.4775, 0.4775, 9812.9775, -0.00377203047776267, 2/27/2015 8:00:00 AM, 2/27/2015 3:00:00 PM
SELL, 1.1186702, 1.12168, -38.36, -30.1, 2/27/2015 3:00:00 PM, 3/2/2015 10:00:00 AM, 0.4775, 0.4925, 9773.6475, -0.00400795782931327, 2/27/2015 3:00:00 PM, 3/2/2015 10:00:00 AM
BUY, 1.12167, 1.11887, -38.02, -28, 3/2/2015 10:00:00 AM, 3/2/2015 5:00:00 PM, 0.4925, 0.4925, 9734.6425, -0.00399083351430477, 3/2/2015 10:00:00 AM, 3/2/2015 5:00:00 PM
SELL, 1.1188802, 1.12052, -22.17, -16.4, 3/2/2015 5:00:00 PM, 3/3/2015 8:00:00 AM, 0.4925, 0.50125, 9711.47875, -0.0023795172755445, 3/2/2015 5:00:00 PM, 3/3/2015 8:00:00 AM
BUY, 1.12048, 1.11722, -44.59, -32.6, 3/3/2015 8:00:00 AM, 3/3/2015 10:00:00 AM, 0.50125, 0.50125, 9665.88625, -0.00469470213277259, 3/3/2015 8:00:00 AM, 3/3/2015 10:00:00 AM
SELL, 1.11724, 1.11996, -37.03, -27.2, 3/3/2015 10:00:00 AM, 3/3/2015 3:00:00 PM, 0.50125, 0.50125, 9627.85375, -0.00393471421205698, 3/3/2015 10:00:00 AM, 3/3/2015 3:00:00 PM
BUY, 1.11999, 1.11753, -33.36, -24.6, 3/3/2015 3:00:00 PM, 3/3/2015 9:00:00 PM, 0.50125, 0.50125, 9593.49125, -0.00356907166355753, 3/3/2015 3:00:00 PM, 3/3/2015 9:00:00 PM
SELL, 1.1175412, 1.08581, 428.78, 317.3, 3/3/2015 9:00:00 PM, 3/9/2015 7:00:00 AM, 0.50125, 0.445, 10021.325, 0.0445962516513475, 3/3/2015 9:00:00 PM, 3/9/2015 7:00:00 AM
